sector_name,subsector_name,series_id,series_name,year,country_name,country_value,income_group_name,income_group_average,subregion_name,region_name,region_average
"Democracy, Human Rights, and Governance",Human Rights,68695,"Varieties of Democracy: Social class equality in respect for civil liberties, original scale (0-4, higher indicates stronger electoral principles of democracy)",2022,Albania,2.278,Upper Middle Income Country (World Bank Classification),2.156386363636364,Balkans,Europe and Eurasia,3.042444444444444
Information and Communications Technology (ICT),Access and Use,68751,"Mobile Connectivity Index: Content and services: Local relevance: Language accessibility of top ranked apps, score (0-100, higher is better)",2014,Albania,0.0,Upper Middle Income Country (World Bank Classification),65.493095046511627906976744186047,Balkans,Europe and Eurasia,75.380007590909090909090909090909
Information and Communications Technology (ICT),Access and Use,68751,"Mobile Connectivity Index: Content and services: Local relevance: Language accessibility of top ranked apps, score (0-100, higher is better)",2015,Albania,0.0,Upper Middle Income Country (World Bank Classification),67.578168418604651162790697674419,Balkans,Europe and Eurasia,77.105666159090909090909090909091
Information and Communications Technology (ICT),Access and Use,68751,"Mobile Connectivity Index: Content and services: Local relevance: Language accessibility of top ranked apps, score (0-100, higher is better)",2016,Albania,0.0,Upper Middle Income Country (World Bank Classification),69.382374,Balkans,Europe and Eurasia,79.073390022727272727272727272727
Information and Communications Technology (ICT),Access and Use,68751,"Mobile Connectivity Index: Content and services: Local relevance: Language accessibility of top ranked apps, score (0-100, higher is better)",2017,Albania,0.0,Upper Middle Income Country (World Bank Classification),69.2488248837209302325581,Balkans,Europe and Eurasia,78.502989454545454545454545454545
Information and Communications Technology (ICT),Access and Use,68751,"Mobile Connectivity Index: Content and services: Local relevance: Language accessibility of top ranked apps, score (0-100, higher is better)",2018,Albania,0.0,Upper Middle Income Country (World Bank Classification),71.542816209302325581395348837209,Balkans,Europe and Eurasia,80.268106204545454545454545454545
Information and Communications Technology (ICT),Access and Use,68751,"Mobile Connectivity Index: Content and services: Local relevance: Language accessibility of top ranked apps, score (0-100, higher is better)",2019,Albania,0.0,Upper Middle Income Country (World Bank Classification),74.021713279069767441860465116279,Balkans,Europe and Eurasia,83.3108522727272727272727
Information and Communications Technology (ICT),Access and Use,68751,"Mobile Connectivity Index: Content and services: Local relevance: Language accessibility of top ranked apps, score (0-100, higher is better)",2020,Albania,0.0,Upper Middle Income Country (World Bank Classification),72.3554795348837209302326,Balkans,Europe and Eurasia,82.208358818181818181818181818182
Information and Communications Technology (ICT),Access and Use,68751,"Mobile Connectivity Index: Content and services: Local relevance: Language accessibility of top ranked apps, score (0-100, higher is better)",2021,Albania,0.0,Upper Middle Income Country (World Bank Classification),74.067585023255813953488372093023,Balkans,Europe and Eurasia,83.3108522727272727272727
Information and Communications Technology (ICT),Access and Use,68751,"Mobile Connectivity Index: Content and services: Local relevance: Language accessibility of top ranked apps, score (0-100, higher is better)",2022,Albania,0.0,Upper Middle Income Country (World Bank Classification),72.924378209302325581395348837209,Balkans,Europe and Eurasia,82.113009363636363636363636363636
Information and Communications Technology (ICT),Digital Economy,68757,"Mobile Connectivity Index: Content and services, score (0-100, higher is better)",2014,Albania,40.922522,Upper Middle Income Country (World Bank Classification),48.065997720930232558139534883721,Balkans,Europe and Eurasia,62.771541022727272727272727272727
Information and Communications Technology (ICT),Digital Economy,68757,"Mobile Connectivity Index: Content and services, score (0-100, higher is better)",2015,Albania,42.846058,Upper Middle Income Country (World Bank Classification),50.633814837209302325581395348837,Balkans,Europe and Eurasia,64.910691977272727272727272727273
Information and Communications Technology (ICT),Digital Economy,68757,"Mobile Connectivity Index: Content and services, score (0-100, higher is better)",2016,Albania,45.955215,Upper Middle Income Country (World Bank Classification),53.335598279069767441860465116279,Balkans,Europe and Eurasia,67.431242931818181818181818181818
Information and Communications Technology (ICT),Digital Economy,68757,"Mobile Connectivity Index: Content and services, score (0-100, higher is better)",2017,Albania,47.822092,Upper Middle Income Country (World Bank Classification),55.497692418604651162790697674419,Balkans,Europe and Eurasia,69.356100181818181818181818181818
Information and Communications Technology (ICT),Digital Economy,68757,"Mobile Connectivity Index: Content and services, score (0-100, higher is better)",2018,Albania,54.955141,Upper Middle Income Country (World Bank Classification),58.945405488372093023255813953488,Balkans,Europe and Eurasia,73.818392545454545454545454545455
Information and Communications Technology (ICT),Digital Economy,68757,"Mobile Connectivity Index: Content and services, score (0-100, higher is better)",2019,Albania,56.298438,Upper Middle Income Country (World Bank Classification),61.198885,Balkans,Europe and Eurasia,76.499124022727272727272727272727
Information and Communications Technology (ICT),Digital Economy,68757,"Mobile Connectivity Index: Content and services, score (0-100, higher is better)",2020,Albania,57.938162,Upper Middle Income Country (World Bank Classification),63.570126813953488372093023255814,Balkans,Europe and Eurasia,79.944978431818181818181818181818
Information and Communications Technology (ICT),Digital Economy,68757,"Mobile Connectivity Index: Content and services, score (0-100, higher is better)",2021,Albania,59.903121,Upper Middle Income Country (World Bank Classification),64.809236162790697674418604651163,Balkans,Europe and Eurasia,81.284645863636363636363636363636
Information and Communications Technology (ICT),Digital Economy,68757,"Mobile Connectivity Index: Content and services, score (0-100, higher is better)",2022,Albania,59.521802,Upper Middle Income Country (World Bank Classification),64.14320913953488372093023255814,Balkans,Europe and Eurasia,81.18378025
Information and Communications Technology (ICT),Digital Economy,68791,"Mobile Connectivity Index: Infrastructure: Spectrum, score (0-100, higher is better)",2014,Albania,47.830476,Upper Middle Income Country (World Bank Classification),37.974420511627906976744186046512,Balkans,Europe and Eurasia,54.002813818181818181818181818182
Information and Communications Technology (ICT),Digital Economy,68791,"Mobile Connectivity Index: Infrastructure: Spectrum, score (0-100, higher is better)",2015,Albania,47.830476,Upper Middle Income Country (World Bank Classification),40.852914465116279069767441860465,Balkans,Europe and Eurasia,58.151645045454545454545454545455
Information and Communications Technology (ICT),Digital Economy,68791,"Mobile Connectivity Index: Infrastructure: Spectrum, score (0-100, higher is better)",2016,Albania,47.830476,Upper Middle Income Country (World Bank Classification),43.006624325581395348837209302326,Balkans,Europe and Eurasia,60.105108272727272727272727272727
Information and Communications Technology (ICT),Digital Economy,68791,"Mobile Connectivity Index: Infrastructure: Spectrum, score (0-100, higher is better)",2017,Albania,47.830476,Upper Middle Income Country (World Bank Classification),43.231430511627906976744186046512,Balkans,Europe and Eurasia,60.9622511363636363636364
Information and Communications Technology (ICT),Digital Economy,68791,"Mobile Connectivity Index: Infrastructure: Spectrum, score (0-100, higher is better)",2018,Albania,47.830476,Upper Middle Income Country (World Bank Classification),43.768861302325581395348837209302,Balkans,Europe and Eurasia,62.419783568181818181818181818182
Information and Communications Technology (ICT),Digital Economy,68791,"Mobile Connectivity Index: Infrastructure: Spectrum, score (0-100, higher is better)",2019,Albania,59.259048,Upper Middle Income Country (World Bank Classification),45.795009790697674418604651162791,Balkans,Europe and Eurasia,65.167415727272727272727272727273
Information and Communications Technology (ICT),Digital Economy,68791,"Mobile Connectivity Index: Infrastructure: Spectrum, score (0-100, higher is better)",2020,Albania,59.259048,Upper Middle Income Country (World Bank Classification),46.2107267441860465116279,Balkans,Europe and Eurasia,68.747718727272727272727272727273
Information and Communications Technology (ICT),Digital Economy,68791,"Mobile Connectivity Index: Infrastructure: Spectrum, score (0-100, higher is better)",2021,Albania,47.034762,Upper Middle Income Country (World Bank Classification),38.722354790697674418604651162791,Balkans,Europe and Eurasia,65.008484909090909090909090909091
Information and Communications Technology (ICT),Digital Economy,68791,"Mobile Connectivity Index: Infrastructure: Spectrum, score (0-100, higher is better)",2022,Albania,47.034762,Upper Middle Income Country (World Bank Classification),40.514925093023255813953488372093,Balkans,Europe and Eurasia,68.284951295454545454545454545455
Information and Communications Technology (ICT),"Censorship, Misinformation, and Digital Rights",68983,"Varieties of Democracy: Foreign governments dissemination of false information, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2012,Albania,0.041,Upper Middle Income Country (World Bank Classification),0.3794772727272727,Balkans,Europe and Eurasia,0.5169111111111111
Information and Communications Technology (ICT),"Censorship, Misinformation, and Digital Rights",68983,"Varieties of Democracy: Foreign governments dissemination of false information, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2013,Albania,0.041,Upper Middle Income Country (World Bank Classification),0.3502272727272727,Balkans,Europe and Eurasia,0.4658666666666667
Information and Communications Technology (ICT),"Censorship, Misinformation, and Digital Rights",68983,"Varieties of Democracy: Foreign governments dissemination of false information, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2014,Albania,0.041,Upper Middle Income Country (World Bank Classification),0.2960909090909091,Balkans,Europe and Eurasia,0.3616222222222222
Information and Communications Technology (ICT),"Censorship, Misinformation, and Digital Rights",68983,"Varieties of Democracy: Foreign governments dissemination of false information, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2015,Albania,0.041,Upper Middle Income Country (World Bank Classification),0.2320681818181818,Balkans,Europe and Eurasia,0.2712222222222222
Information and Communications Technology (ICT),"Censorship, Misinformation, and Digital Rights",68983,"Varieties of Democracy: Foreign governments dissemination of false information, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2016,Albania,0.041,Upper Middle Income Country (World Bank Classification),0.1938409090909091,Balkans,Europe and Eurasia,0.2120444444444444
Information and Communications Technology (ICT),"Censorship, Misinformation, and Digital Rights",68983,"Varieties of Democracy: Foreign governments dissemination of false information, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2017,Albania,0.041,Upper Middle Income Country (World Bank Classification),0.1917272727272727,Balkans,Europe and Eurasia,0.1728
Information and Communications Technology (ICT),"Censorship, Misinformation, and Digital Rights",68983,"Varieties of Democracy: Foreign governments dissemination of false information, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2018,Albania,0.041,Upper Middle Income Country (World Bank Classification),0.1732045454545455,Balkans,Europe and Eurasia,0.1631111111111111
Information and Communications Technology (ICT),"Censorship, Misinformation, and Digital Rights",68983,"Varieties of Democracy: Foreign governments dissemination of false information, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2019,Albania,0.253,Upper Middle Income Country (World Bank Classification),0.09195454545454545,Balkans,Europe and Eurasia,0.07486666666666667
Information and Communications Technology (ICT),"Censorship, Misinformation, and Digital Rights",68983,"Varieties of Democracy: Foreign governments dissemination of false information, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2020,Albania,0.06,Upper Middle Income Country (World Bank Classification),0.077,Balkans,Europe and Eurasia,0.05131111111111111
Information and Communications Technology (ICT),"Censorship, Misinformation, and Digital Rights",68983,"Varieties of Democracy: Foreign governments dissemination of false information, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2021,Albania,0.06,Upper Middle Income Country (World Bank Classification),0.08159090909090909,Balkans,Europe and Eurasia,0.06951111111111111
Information and Communications Technology (ICT),"Censorship, Misinformation, and Digital Rights",68983,"Varieties of Democracy: Foreign governments dissemination of false information, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2022,Albania,0.06,Upper Middle Income Country (World Bank Classification),-0.08336363636363636,Balkans,Europe and Eurasia,-0.1456666666666667
Information and Communications Technology (ICT),"Censorship, Misinformation, and Digital Rights",68986,"Varieties of Democracy: Government dissemination of false information domestic, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2012,Albania,-0.43,Upper Middle Income Country (World Bank Classification),-0.2652954545454545,Balkans,Europe and Eurasia,1.077444444444444
Information and Communications Technology (ICT),"Censorship, Misinformation, and Digital Rights",68986,"Varieties of Democracy: Government dissemination of false information domestic, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2013,Albania,-0.43,Upper Middle Income Country (World Bank Classification),-0.3761363636363636,Balkans,Europe and Eurasia,0.9773777777777778
Information and Communications Technology (ICT),"Censorship, Misinformation, and Digital Rights",68986,"Varieties of Democracy: Government dissemination of false information domestic, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2014,Albania,-0.646,Upper Middle Income Country (World Bank Classification),-0.4303636363636364,Balkans,Europe and Eurasia,0.8845111111111111
Information and Communications Technology (ICT),"Censorship, Misinformation, and Digital Rights",68986,"Varieties of Democracy: Government dissemination of false information domestic, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2015,Albania,-0.646,Upper Middle Income Country (World Bank Classification),-0.4623409090909091,Balkans,Europe and Eurasia,0.8106666666666667
Information and Communications Technology (ICT),"Censorship, Misinformation, and Digital Rights",68986,"Varieties of Democracy: Government dissemination of false information domestic, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2016,Albania,-0.646,Upper Middle Income Country (World Bank Classification),-0.5199318181818182,Balkans,Europe and Eurasia,0.7582222222222222
Information and Communications Technology (ICT),"Censorship, Misinformation, and Digital Rights",68986,"Varieties of Democracy: Government dissemination of false information domestic, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2017,Albania,-0.646,Upper Middle Income Country (World Bank Classification),-0.5416818181818182,Balkans,Europe and Eurasia,0.7170444444444444
Information and Communications Technology (ICT),"Censorship, Misinformation, and Digital Rights",68986,"Varieties of Democracy: Government dissemination of false information domestic, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2018,Albania,-0.646,Upper Middle Income Country (World Bank Classification),-0.4780454545454545,Balkans,Europe and Eurasia,0.7114
Information and Communications Technology (ICT),"Censorship, Misinformation, and Digital Rights",68986,"Varieties of Democracy: Government dissemination of false information domestic, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2019,Albania,-0.646,Upper Middle Income Country (World Bank Classification),-0.5362045454545455,Balkans,Europe and Eurasia,0.7105555555555556
Information and Communications Technology (ICT),"Censorship, Misinformation, and Digital Rights",68986,"Varieties of Democracy: Government dissemination of false information domestic, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2020,Albania,-0.874,Upper Middle Income Country (World Bank Classification),-0.5795,Balkans,Europe and Eurasia,0.6415555555555556
Information and Communications Technology (ICT),"Censorship, Misinformation, and Digital Rights",68986,"Varieties of Democracy: Government dissemination of false information domestic, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2021,Albania,-0.795,Upper Middle Income Country (World Bank Classification),-0.6630227272727273,Balkans,Europe and Eurasia,0.6236444444444444
Information and Communications Technology (ICT),"Censorship, Misinformation, and Digital Rights",68986,"Varieties of Democracy: Government dissemination of false information domestic, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2022,Albania,-0.795,Upper Middle Income Country (World Bank Classification),-0.7350454545454545,Balkans,Europe and Eurasia,0.6652222222222222
"Democracy, Human Rights, and Governance",Independent Media and Free Flow of Information,68993,"Varieties of Democracy: Government social media censorship in practice, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2012,Albania,1.985,Upper Middle Income Country (World Bank Classification),0.5243636363636364,Balkans,Europe and Eurasia,1.4774
"Democracy, Human Rights, and Governance",Independent Media and Free Flow of Information,68993,"Varieties of Democracy: Government social media censorship in practice, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2013,Albania,1.985,Upper Middle Income Country (World Bank Classification),0.5162954545454545,Balkans,Europe and Eurasia,1.447422222222222
"Democracy, Human Rights, and Governance",Independent Media and Free Flow of Information,68993,"Varieties of Democracy: Government social media censorship in practice, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2014,Albania,1.985,Upper Middle Income Country (World Bank Classification),0.5034772727272727,Balkans,Europe and Eurasia,1.435888888888889
"Democracy, Human Rights, and Governance",Independent Media and Free Flow of Information,68993,"Varieties of Democracy: Government social media censorship in practice, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2015,Albania,1.985,Upper Middle Income Country (World Bank Classification),0.5024090909090909,Balkans,Europe and Eurasia,1.435044444444444
"Democracy, Human Rights, and Governance",Independent Media and Free Flow of Information,68993,"Varieties of Democracy: Government social media censorship in practice, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2016,Albania,1.985,Upper Middle Income Country (World Bank Classification),0.4730681818181818,Balkans,Europe and Eurasia,1.406266666666667
"Democracy, Human Rights, and Governance",Independent Media and Free Flow of Information,68993,"Varieties of Democracy: Government social media censorship in practice, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2017,Albania,1.985,Upper Middle Income Country (World Bank Classification),0.46925,Balkans,Europe and Eurasia,1.380177777777778
"Democracy, Human Rights, and Governance",Independent Media and Free Flow of Information,68993,"Varieties of Democracy: Government social media censorship in practice, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2018,Albania,1.985,Upper Middle Income Country (World Bank Classification),0.4893181818181818,Balkans,Europe and Eurasia,1.394577777777778
"Democracy, Human Rights, and Governance",Independent Media and Free Flow of Information,68993,"Varieties of Democracy: Government social media censorship in practice, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2019,Albania,1.195,Upper Middle Income Country (World Bank Classification),0.4167272727272727,Balkans,Europe and Eurasia,1.332822222222222
"Democracy, Human Rights, and Governance",Independent Media and Free Flow of Information,68993,"Varieties of Democracy: Government social media censorship in practice, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2020,Albania,1.195,Upper Middle Income Country (World Bank Classification),0.3737045454545455,Balkans,Europe and Eurasia,1.291155555555556
"Democracy, Human Rights, and Governance",Independent Media and Free Flow of Information,68993,"Varieties of Democracy: Government social media censorship in practice, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2021,Albania,1.195,Upper Middle Income Country (World Bank Classification),0.3807954545454545,Balkans,Europe and Eurasia,1.328577777777778
"Democracy, Human Rights, and Governance",Independent Media and Free Flow of Information,68993,"Varieties of Democracy: Government social media censorship in practice, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2022,Albania,1.195,Upper Middle Income Country (World Bank Classification),0.3179545454545455,Balkans,Europe and Eurasia,1.205533333333333
Information and Communications Technology (ICT),"Censorship, Misinformation, and Digital Rights",68993,"Varieties of Democracy: Government social media censorship in practice, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2012,Albania,1.985,Upper Middle Income Country (World Bank Classification),0.5243636363636364,Balkans,Europe and Eurasia,1.4774
Information and Communications Technology (ICT),"Censorship, Misinformation, and Digital Rights",68993,"Varieties of Democracy: Government social media censorship in practice, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2013,Albania,1.985,Upper Middle Income Country (World Bank Classification),0.5162954545454545,Balkans,Europe and Eurasia,1.447422222222222
Information and Communications Technology (ICT),"Censorship, Misinformation, and Digital Rights",68993,"Varieties of Democracy: Government social media censorship in practice, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2014,Albania,1.985,Upper Middle Income Country (World Bank Classification),0.5034772727272727,Balkans,Europe and Eurasia,1.435888888888889
Information and Communications Technology (ICT),"Censorship, Misinformation, and Digital Rights",68993,"Varieties of Democracy: Government social media censorship in practice, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2015,Albania,1.985,Upper Middle Income Country (World Bank Classification),0.5024090909090909,Balkans,Europe and Eurasia,1.435044444444444
Information and Communications Technology (ICT),"Censorship, Misinformation, and Digital Rights",68993,"Varieties of Democracy: Government social media censorship in practice, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2016,Albania,1.985,Upper Middle Income Country (World Bank Classification),0.4730681818181818,Balkans,Europe and Eurasia,1.406266666666667
Information and Communications Technology (ICT),"Censorship, Misinformation, and Digital Rights",68993,"Varieties of Democracy: Government social media censorship in practice, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2017,Albania,1.985,Upper Middle Income Country (World Bank Classification),0.46925,Balkans,Europe and Eurasia,1.380177777777778
Information and Communications Technology (ICT),"Censorship, Misinformation, and Digital Rights",68993,"Varieties of Democracy: Government social media censorship in practice, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2018,Albania,1.985,Upper Middle Income Country (World Bank Classification),0.4893181818181818,Balkans,Europe and Eurasia,1.394577777777778
Information and Communications Technology (ICT),"Censorship, Misinformation, and Digital Rights",68993,"Varieties of Democracy: Government social media censorship in practice, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2019,Albania,1.195,Upper Middle Income Country (World Bank Classification),0.4167272727272727,Balkans,Europe and Eurasia,1.332822222222222
Information and Communications Technology (ICT),"Censorship, Misinformation, and Digital Rights",68993,"Varieties of Democracy: Government social media censorship in practice, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2020,Albania,1.195,Upper Middle Income Country (World Bank Classification),0.3737045454545455,Balkans,Europe and Eurasia,1.291155555555556
Information and Communications Technology (ICT),"Censorship, Misinformation, and Digital Rights",68993,"Varieties of Democracy: Government social media censorship in practice, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2021,Albania,1.195,Upper Middle Income Country (World Bank Classification),0.3807954545454545,Balkans,Europe and Eurasia,1.328577777777778
Information and Communications Technology (ICT),"Censorship, Misinformation, and Digital Rights",68993,"Varieties of Democracy: Government social media censorship in practice, model estimates (0 is average, higher indicates stronger electoral principles of democracy)",2022,Albania,1.195,Upper Middle Income Country (World Bank Classification),0.3179545454545455,Balkans,Europe and Eurasia,1.205533333333333
Information and Communications Technology (ICT),Digital Society and Governance,68997,"Varieties of Democracy: Online media existence, model estimates (0 is average, higher is more)",2012,Albania,1.592,Upper Middle Income Country (World Bank Classification),0.1874090909090909,Balkans,Europe and Eurasia,1.105311111111111
Information and Communications Technology (ICT),Digital Society and Governance,68997,"Varieties of Democracy: Online media existence, model estimates (0 is average, higher is more)",2013,Albania,1.592,Upper Middle Income Country (World Bank Classification),0.2941590909090909,Balkans,Europe and Eurasia,1.177711111111111
Information and Communications Technology (ICT),Digital Society and Governance,68997,"Varieties of Democracy: Online media existence, model estimates (0 is average, higher is more)",2014,Albania,1.592,Upper Middle Income Country (World Bank Classification),0.3340681818181818,Balkans,Europe and Eurasia,1.216088888888889
Information and Communications Technology (ICT),Digital Society and Governance,68997,"Varieties of Democracy: Online media existence, model estimates (0 is average, higher is more)",2015,Albania,2.699,Upper Middle Income Country (World Bank Classification),0.4217272727272727,Balkans,Europe and Eurasia,1.277244444444444
Information and Communications Technology (ICT),Digital Society and Governance,68997,"Varieties of Democracy: Online media existence, model estimates (0 is average, higher is more)",2016,Albania,2.699,Upper Middle Income Country (World Bank Classification),0.4524318181818182,Balkans,Europe and Eurasia,1.297177777777778
Information and Communications Technology (ICT),Digital Society and Governance,68997,"Varieties of Democracy: Online media existence, model estimates (0 is average, higher is more)",2017,Albania,2.699,Upper Middle Income Country (World Bank Classification),0.4967272727272727,Balkans,Europe and Eurasia,1.317711111111111
Information and Communications Technology (ICT),Digital Society and Governance,68997,"Varieties of Democracy: Online media existence, model estimates (0 is average, higher is more)",2018,Albania,2.699,Upper Middle Income Country (World Bank Classification),0.5274772727272727,Balkans,Europe and Eurasia,1.3198
Information and Communications Technology (ICT),Digital Society and Governance,68997,"Varieties of Democracy: Online media existence, model estimates (0 is average, higher is more)",2019,Albania,2.699,Upper Middle Income Country (World Bank Classification),0.5157727272727273,Balkans,Europe and Eurasia,1.340377777777778
Information and Communications Technology (ICT),Digital Society and Governance,68997,"Varieties of Democracy: Online media existence, model estimates (0 is average, higher is more)",2020,Albania,2.699,Upper Middle Income Country (World Bank Classification),0.5994090909090909,Balkans,Europe and Eurasia,1.441711111111111
Information and Communications Technology (ICT),Digital Society and Governance,68997,"Varieties of Democracy: Online media existence, model estimates (0 is average, higher is more)",2021,Albania,2.699,Upper Middle Income Country (World Bank Classification),0.6295227272727273,Balkans,Europe and Eurasia,1.406066666666667
Information and Communications Technology (ICT),Digital Society and Governance,68997,"Varieties of Democracy: Online media existence, model estimates (0 is average, higher is more)",2022,Albania,2.699,Upper Middle Income Country (World Bank Classification),0.6634318181818182,Balkans,Europe and Eurasia,1.434088888888889
Information and Communications Technology (ICT),Digital Society and Governance,68999,"Varieties of Democracy: Average people's use of social media to organize offline action, model estimates (0 is average, higher is more)",2012,Albania,0.471,Upper Middle Income Country (World Bank Classification),0.4853636363636364,Balkans,Europe and Eurasia,0.7746888888888889
Information and Communications Technology (ICT),Digital Society and Governance,68999,"Varieties of Democracy: Average people's use of social media to organize offline action, model estimates (0 is average, higher is more)",2013,Albania,0.471,Upper Middle Income Country (World Bank Classification),0.6196136363636364,Balkans,Europe and Eurasia,0.9098888888888889
Information and Communications Technology (ICT),Digital Society and Governance,68999,"Varieties of Democracy: Average people's use of social media to organize offline action, model estimates (0 is average, higher is more)",2014,Albania,0.471,Upper Middle Income Country (World Bank Classification),0.5596363636363636,Balkans,Europe and Eurasia,0.9605111111111111
Information and Communications Technology (ICT),Digital Society and Governance,68999,"Varieties of Democracy: Average people's use of social media to organize offline action, model estimates (0 is average, higher is more)",2015,Albania,0.471,Upper Middle Income Country (World Bank Classification),0.5948863636363636,Balkans,Europe and Eurasia,0.979
Information and Communications Technology (ICT),Digital Society and Governance,68999,"Varieties of Democracy: Average people's use of social media to organize offline action, model estimates (0 is average, higher is more)",2016,Albania,0.471,Upper Middle Income Country (World Bank Classification),0.59675,Balkans,Europe and Eurasia,1.031133333333333
Information and Communications Technology (ICT),Digital Society and Governance,68999,"Varieties of Democracy: Average people's use of social media to organize offline action, model estimates (0 is average, higher is more)",2017,Albania,0.471,Upper Middle Income Country (World Bank Classification),0.6800909090909091,Balkans,Europe and Eurasia,1.1092
Information and Communications Technology (ICT),Digital Society and Governance,68999,"Varieties of Democracy: Average people's use of social media to organize offline action, model estimates (0 is average, higher is more)",2018,Albania,0.471,Upper Middle Income Country (World Bank Classification),0.7055681818181818,Balkans,Europe and Eurasia,1.138888888888889
Information and Communications Technology (ICT),Digital Society and Governance,68999,"Varieties of Democracy: Average people's use of social media to organize offline action, model estimates (0 is average, higher is more)",2019,Albania,0.471,Upper Middle Income Country (World Bank Classification),0.7566818181818182,Balkans,Europe and Eurasia,1.217333333333333
Information and Communications Technology (ICT),Digital Society and Governance,68999,"Varieties of Democracy: Average people's use of social media to organize offline action, model estimates (0 is average, higher is more)",2020,Albania,0.998,Upper Middle Income Country (World Bank Classification),0.9342727272727273,Balkans,Europe and Eurasia,1.327222222222222
Information and Communications Technology (ICT),Digital Society and Governance,68999,"Varieties of Democracy: Average people's use of social media to organize offline action, model estimates (0 is average, higher is more)",2021,Albania,0.998,Upper Middle Income Country (World Bank Classification),0.8213409090909091,Balkans,Europe and Eurasia,1.301022222222222
Information and Communications Technology (ICT),Digital Society and Governance,68999,"Varieties of Democracy: Average people's use of social media to organize offline action, model estimates (0 is average, higher is more)",2022,Albania,0.459,Upper Middle Income Country (World Bank Classification),0.762,Balkans,Europe and Eurasia,1.259911111111111
Information and Communications Technology (ICT),Digital Society and Governance,69004,"Varieties of Democracy: Political parties cyber security capacity, model estimates (0 is average, higher is more)",2012,Albania,-0.105,Upper Middle Income Country (World Bank Classification),0.2465909090909091,Balkans,Europe and Eurasia,0.5835333333333333
Information and Communications Technology (ICT),Digital Society and Governance,69004,"Varieties of Democracy: Political parties cyber security capacity, model estimates (0 is average, higher is more)",2013,Albania,-0.105,Upper Middle Income Country (World Bank Classification),0.2582045454545455,Balkans,Europe and Eurasia,0.6056444444444444
Information and Communications Technology (ICT),Digital Society and Governance,69004,"Varieties of Democracy: Political parties cyber security capacity, model estimates (0 is average, higher is more)",2014,Albania,-0.105,Upper Middle Income Country (World Bank Classification),0.2632045454545455,Balkans,Europe and Eurasia,0.6194444444444444
Information and Communications Technology (ICT),Digital Society and Governance,69004,"Varieties of Democracy: Political parties cyber security capacity, model estimates (0 is average, higher is more)",2015,Albania,-0.105,Upper Middle Income Country (World Bank Classification),0.2768863636363636,Balkans,Europe and Eurasia,0.6438444444444444
Information and Communications Technology (ICT),Digital Society and Governance,69004,"Varieties of Democracy: Political parties cyber security capacity, model estimates (0 is average, higher is more)",2016,Albania,-0.105,Upper Middle Income Country (World Bank Classification),0.2868409090909091,Balkans,Europe and Eurasia,0.6637777777777778
Information and Communications Technology (ICT),Digital Society and Governance,69004,"Varieties of Democracy: Political parties cyber security capacity, model estimates (0 is average, higher is more)",2017,Albania,-0.105,Upper Middle Income Country (World Bank Classification),0.2889772727272727,Balkans,Europe and Eurasia,0.6682
